key,cn,comment
zel_00/1208,与设置在<T00002e>的\n勇者之弓组合，可瞄准\n远处目标。设为<T00002e>。,
zel_00/1209,与设置在<T00002e>的\n勇者之弓组合，可制作\n炸弹箭。把它们设为<T00002e>。,
zel_00/1210,与设置在<T00002e>的\n勇者之弓组合，可制作\n闪光炸弹箭。把它们设为\n<T00002e>。,
zel_00/1211,鹰眼关,
zel_00/1212,重试？,
zel_00/1213,是,
zel_00/1214,否,
zel_00/1215,返回标题\n画面？,
zel_00/1216,是,
zel_00/1217,否,
zel_00/1218,要保存\n进度吗？,
zel_00/1219,是,
zel_00/1220,否,
zel_00/1221,保存旅程记录。,
zel_00/1222,更改游戏设定。,
zel_00/1223,钓鱼中！,
zel_00/1224,信件,
zel_00/1225,<T030000:000004cd>致<T000000>的信\n按<T00000a>打开，可阅读\n至今收到的所有信件。,
zel_00/1226,保存到哪份记录？,
zel_00/1227,覆盖此记录？,
zel_00/1228,已保存。继续游戏？,
zel_00/1229,直接选择,
zel_00/1230,致<T000000>的信。\n按<T030001>打开，可阅读\n至今收到的所有信件。,
zel_00/1231,<T000001>收集到20个<Tff0000:01>幽灵之魂<Tff0000:00>！<T000002>,
zel_00/1232,<T000001>收集到60个<Tff0000:01>幽灵之魂<Tff0000:00>！<T000002>,
zel_00/1233,<T000001>收集到60个<Tff0000:01>幽灵之魂<Tff0000:00>！<T000002>,
zel_00/1234,弓箭连击,
zel_00/1235,连击关,
zel_00/1236,抛竿,
zel_00/1237,嚎叫,
zel_00/1238,信件<T00003e>/<T00003f>,
zel_00/1239,翻页,
zel_00/1240,步骤1,
zel_00/1241,请调整橙色条，使其\n与感应条的尺寸和位置\n完全一致。,
zel_00/1242,步骤2,
zel_00/1243,将Wii控制器对准屏幕，\n调整与屏幕的距离，直到\n蓝色圈与橙色圈重叠。,
zel_00/1244,步骤3,
zel_00/1245,将Wii控制器对准屏幕，\n垂直移动光标，直到它\n与中间的橙色圈重叠。,
zel_00/1246,交换设定道具,
zel_00/1247,<T06000a>最多可将3个道具设在<T030008>上\n<T06000b>并可滚动切换。\n<T06000a>指向道具按<T030008>即可设定。\n<T06000a>使用道具时，先按<T030008>设定，\n<T06000b>再用<T030002>使用。\n<T06000a>部分道具只需按<T030008>即可使用。,
zel_00/1248,B键,
zel_00/1249,<T06000a>指向想使用的道具，\n<T06000b>用<T030002>把它设定。\n<T06000a>按<T030002>即可使用。,
zel_00/1250,1,
zel_00/1251,2,
zel_00/1252,<T030000:000004e4>游戏中要保存进度时，\n按<Tff0000:01>开始<Tff0000:00>，然后在\n<Tff0000:01>收藏品<Tff0000:00>画面的左下角\n选择<Tff0000:01>保存<Tff0000:00>。,
zel_00/1253,游戏中要保存进度时，\n按<T030005>，然后在\n<Tff0000:01>收藏品<Tff0000:00>画面的左下角\n选择<Tff0000:01>保存<Tff0000:00>。,
zel_00/1254,,
zel_00/1255,,
zel_00/1256,,
zel_00/1257,,
zel_00/1258,,
zel_00/1259,,
zel_00/1260,,
zel_00/1261,,
zel_00/1262,,
zel_00/1263,,
zel_00/1264,,
zel_00/1265,,
zel_00/1266,,
zel_00/1267,,
zel_00/1268,,
zel_00/1269,,
zel_00/1270,,
zel_00/1271,,
zel_00/1272,,
zel_00/1273,,
zel_00/1274,,
zel_00/1275,,
zel_00/1276,,
zel_00/1277,,
zel_00/1278,,
zel_00/1279,,
zel_00/1280,,
zel_00/1281,,
zel_00/1282,,
zel_00/1283,,
zel_00/1284,,
zel_00/1285,,
zel_00/1286,,
zel_00/1287,,
zel_00/1288,,
zel_00/1289,,
zel_00/1290,,
zel_00/1291,,
zel_00/1292,,
zel_00/1293,,
zel_00/1294,,
zel_00/1295,,
zel_00/1296,,
zel_00/1297,,
zel_00/1298,,
zel_00/1299,,
zel_00/1300,,
zel_00/1301,准备？,
zel_00/1302,战斗！,
zel_00/1303,标记此房间并退出？,
zel_00/1304,是,
zel_00/1305,否,
zel_00/1306,返回标记的房间？,
zel_00/1307,是,
zel_00/1308,否,
zel_00/1309,现在无法传送。,
zel_00/1310,要前往\n<Tff0000:01><T00002b><Tff0000:00>？,
zel_00/1311,是,
zel_00/1312,否,
zel_00/1313,缩放,
zel_00/1314,缩小,
zel_00/1315,收起,
zel_00/1316,选择区域,
zel_00/1317,选择区域,
zel_00/1318,选择传送点,
zel_00/1319,放大,
zel_00/1320,移动,
zel_00/1321,传送点,
zel_00/1322,关闭传送点,
zel_00/1323,要到外面去吗？\n这里的事都办完了吗？<T000020>,
zel_00/1324,<T000008:01>是\n<T000008:02>否,
zel_00/1325,出发！,
zel_00/1326,达成！,
zel_00/1327,,
zel_00/1328,已保存。,
zel_00/1329,无效……,
zel_00/1330,没反应……,
zel_00/1331,传送,
zel_00/1332,无反应……,
zel_00/1333,没反应……,
zel_00/1334,滑行,
zel_00/1335,我这就带你出去。\n你确定没有别的事\n要做了吗？<T000020>,
zel_00/1336,你赢了！,
zel_00/1337,你输了！,
zel_00/1338,呃……桥就是在那\n消失的吧？去那里\n只会掉进峡谷！\n还是别去为好……,
zel_00/1339,就算去了那里，你也\n没法再往前走！\n回去之前再多找找\n桥吧！,
zel_00/1340,放大,
zel_00/1341,缩小,
zel_00/1342,得分,
zel_00/1343,连击,
zel_00/1344,,
zel_00/1345,快捷图标,
zel_00/1346,+2,
zel_00/1347,+1,
zel_00/1348,0,
zel_00/1349,-1,
zel_00/1350,-2,
zel_00/1351,选项,
zel_00/1352,锁定方式,
zel_00/1353,按住,
zel_00/1354,切换,
zel_00/1355,假名注音,
zel_00/1356,关,
zel_00/1357,开,
zel_00/1358,震动,
zel_00/1359,声音,
zel_00/1360,立体声,
zel_00/1361,单声道,
zel_00/1362,环绕声,
zel_00/1363,电视比例,
zel_00/1364,指针设定,
zel_00/1365,菜单选择/设定,
zel_00/1366,亮度/画面比例,
zel_00/1367,比例检查示例,
zel_00/1368,请调整电视机的设定，使\n下方3个图形看起来是正方形。,
zel_00/1369,亮度检查示例,
zel_00/1370,如果画面太暗看不清，\n请调整亮度，让右侧\n4种颜色能分辨清楚。,
zel_00/1371,<T060005><Tff0000:01>请在电视机上调整。,
zel_00/1372,电视设定,
zel_00/1373,选择菜单,
zel_00/1374,设定,
zel_00/1375,这些设定行吗？,
zel_00/1376,放弃更改设定？,
zel_00/1377,取消,
zel_00/1378,结束,
zel_00/1379,调整,
zel_00/1380,完成,
zel_00/1381,相机控制,
zel_00/1382,标准,
zel_00/1383,反转,
zel_00/1384,指针,
zel_00/1385,地图控制,
zel_00/1386,道具/楼层选择,
zel_00/1387,调查,
zel_00/1388,,
zel_00/1389,,
zel_00/1390,,
zel_00/1391,,
zel_00/1392,,
zel_00/1393,,
zel_00/1394,,
zel_00/1395,,
zel_00/1396,,
zel_00/1397,,
zel_00/1398,,
zel_00/1399,请靠近电视机。,
zel_00/1400,,
zel_00/1401,海拉鲁王国,
zel_00/1402,陌默牧场,
zel_00/1403,陌默村,
zel_00/1404,陌默森林,
zel_00/1405,拉特阿努地区,
zel_00/1406,费罗尼地区,
zel_00/1407,陌默之泉,
zel_00/1408,费罗尼森林,
zel_00/1409,卡卡利科村,
zel_00/1410,死亡之山,
zel_00/1411,海拉鲁平原,
zel_00/1412,奥尔汀地区,
zel_00/1413,卓拉河,
zel_00/1414,卓拉领地,
zel_00/1415,海利亚湖,
zel_00/1416,拉聂尔地区,
zel_00/1417,墓地,
zel_00/1418,雪山之巅,
zel_00/1419,格鲁德沙漠,
zel_00/1420,城邑,
zel_00/1421,森之圣域,
zel_00/1422,海拉鲁城堡,
zel_00/1423,忘却之村,
zel_00/1424,雪山地区,
zel_00/1425,沙漠地区,
zel_00/1426,,
zel_00/1427,,
zel_00/1428,,
zel_00/1429,,
zel_00/1430,,
zel_00/1431,<T050008>,
zel_00/1432,<T05000d>,
zel_00/1433,陌默鲶鱼,
zel_00/1434,臭鱼,
zel_00/1435,海利亚狗鱼,
zel_00/1436,绿鳃鱼,
zel_00/1437,海拉鲁泥鳅,
zel_00/1438,海拉鲁鲈鱼,
zel_00/1439,最大,
zel_00/1440,捕获数,
zel_00/1441,鱼类图鉴,
zel_00/1442,<T030000:000005a5>浮子钓鱼的记录。按<T00000a>\n打开后可以查看<T000000>钓到的\n鱼的最大尺寸和数量。,
zel_00/1443,浮子图鉴,
zel_00/1444,鱼,
zel_00/1445,英寸,
zel_00/1446,浮子钓鱼的记录。按<T030001>\n打开后可以查看<T000000>钓到的\n鱼的最大尺寸和数量。,
zel_00/1447,,
zel_00/1448,,
zel_00/1449,,
zel_00/1450,影的结晶石,
zel_00/1451,影的结晶石,
zel_00/1452,据说拥有危险力量的\n道具。光之精灵知道\n藏在海拉鲁的三块在哪。,
zel_00/1453,据说拥有危险力量的\n道具。光之精灵知道\n藏在海拉鲁的三块在哪。,
zel_00/1454,,
zel_00/1455,,
zel_00/1456,秘技,
zel_00/1457,<T030000:000005b1>在咆哮石处呼唤金色狼。\n地图上会显示可学新秘技的位置。\n按<T00000a>打开秘技列表。,
zel_00/1458,在咆哮石处呼唤金色狼。\n地图上会显示可学新秘技的位置。\n按<T030001>打开秘技列表。,
zel_00/1459,,
zel_00/1460,珊瑚耳环,
zel_00/1461,用卓拉领地的神圣鱼\n所喜爱的珍贵珊瑚\n制成的耳环。,
zel_00/1462,,
zel_00/1463,,
zel_00/1464,金色昆虫,
zel_00/1465,<T030000:000005bc>按<T00000a>可查看至今捕获\n的所有金色昆虫。,
zel_00/1466,金色昆虫,
zel_00/1467,送出这只昆虫？,
zel_00/1468,这只昆虫已经给过了。,
zel_00/1469,按<T030001>查看至今捕捉到的\n金色昆虫一览。,
zel_00/1470,,
zel_00/1471,洋馆地图,
zel_00/1472,<T030000:000005c0><T000001>你获得了<Tff0000:01>洋馆地图<Tff0000:00>。<T000002>\n<T000007:000a>按<T000014><T000012><T000015>打开地图\n画面。\n\n<Tff0000:02>绿色房间<Tff0000:00>是你\n已到访过的。<Tff0000:08>黄色箭头\n<Tff0000:00>表示当前位置。\n用<T00001c><T000016><T000017>切换楼层。,
zel_00/1473,<T000001>你获得了<Tff0000:01>洋馆地图<Tff0000:00>！<T000002>\n<T000007:000a>按<T030006>打开地图画面\n按<T030007>切换小地图\n显示与隐藏。\n<Tff0000:02>绿色房间<Tff0000:00>是你\n已到访过的。<Tff0000:08>黄色箭头\n<Tff0000:00>表示当前位置。\n用<T00001c><T000016><T000017>切换楼层。,
zel_00/1474,<Tff0000:02>绿色房间<Tff0000:00>是你\n到访过的。<Tff0000:08>黄色箭头\n<Tff0000:00>标记当前位置。,
zel_00/1475,,
zel_00/1476,,
zel_00/1477,,
zel_00/1478,,
zel_00/1479,,
zel_00/1480,,
zel_00/1481,,
zel_00/1482,,
zel_00/1483,,
zel_00/1484,格鲁德台地,
zel_00/1485,藏镜处,
zel_00/1486,森之圣域,
zel_00/1487,卓拉河上游,
zel_00/1488,格鲁德台地,
zel_00/1489,雪山之巅峰,
zel_00/1490,奥尔汀大桥,
zel_00/1491,卡卡利科峡谷,
zel_00/1492,海利亚湖,
zel_00/1493,卓拉领地,
zel_00/1494,城邑,
zel_00/1495,死亡之山,
zel_00/1496,卡卡利科村,
zel_00/1497,费罗尼森林北部,
zel_00/1498,费罗尼森林南部,
zel_00/1499,陌默之泉,
zel_00/2000,,
zel_00/2001,光之容器已集满光之滴！,
zel_00/2002,<T000001>此房间无法使用\n<Tff0000:01>疾风飞旋镖<Tff0000:00><T000002>,
zel_00/2003,怎么了，<T000000>？<T000020>,
zel_00/2004,<T000008:01>变成狼\n<T000008:02>与米多娜说话,
zel_00/2005,<T000008:01>变回人\n<T000008:02>与米多娜说话,
zel_00/2006,你没有魔力……\n没有魔力就无法变成\n野兽，这你该知道！,
zel_00/2007,<Tff0000:08>黄色箭头<Tff0000:00>标示我们所在\n的位置。这你知道吧？,
zel_00/2008,每当你消灭那些\n来自黑暗的生物，\n便会开启一个像这样\n的传送门：<T00002c>。\n听见了吗？这叫<Tff0000:01>传送门<Tff0000:00>。\n最好给我记住！,
zel_00/2009,而且……<T000007:000a>就在我们穿过\n的那片森林里……,
zel_00/2010,对！一定就在那附近……,
zel_00/3000,,
zel_00/3001,告诉我……黄昏降临时，\n你会不会感到莫名悲伤？,
zel_00/3002,据说只有那时，我们的世界\n才会与他们的世界交错……,
zel_00/3003,……只有那时才能感受到\n已离开此世的灵魂\n残留的遗憾。,
zel_00/3004,所以，孤独总是笼罩着\n<Tff0000:01>黄昏之时<Tff0000:00>……,
zel_00/3005,别提伤心事\n有事求你，\n<T000000>。,
zel_00/3006,我本该送一件东西\n给海拉鲁的王族，\n就在后天……,
zel_00/3007,没错，这是村长交给我的\n任务，可是……<T000007:002d>你能替我\n去一趟吗？,
zel_00/3008,你……<T000007:003c>从没去过海拉鲁，\n对吧？,
zel_00/3009,<Tff0000:01>海拉鲁王国<Tff0000:00>里有一座\n宏伟的<Tff0000:01>城堡<Tff0000:00>，城堡周围是\n城邑，那里比我们的小村子\n大得多。\n……而海拉鲁之外，是神明\n创造的广阔世界。\n\n\n你应当亲眼去看看\n这一切。,
zel_00/3010,天色不早了……我们回村吧。\n这件事我会去找村长\n谈谈。,
zel_00/3011,喂！<T000000>！<T000007:001e>你在吗？,
zel_00/3012,喂，帮我赶一下\n山羊好吗？,
zel_00/2051,你不觉得该离开镇上\n一阵子吗？至少等\n风波平息了？然后\n你就能回来了……,
zel_00/2052,手持剑，回到我身边……,
zel_00/2053,,
zel_00/2054,,
zel_00/2055,,
zel_00/2056,,
zel_00/2057,,
zel_00/3020,<Tff0000:03>演示2：与伊莉娅相遇\n（把<T000000>的马带到泉边）,
zel_00/3021,哦，今天的活儿干完了，\n<T000000>？<T000004:003c>\n\n\n干得不错。,
zel_00/3022,摩伊说的那件王室礼物\n已经备好了，你该准备\n去海拉鲁城堡了。\n\n这可是王室点名要的\n礼物，所以格外\n特别。\n\n要是陌默村的代表在这种\n场合迟到……那可……不太妙，\n懂我意思吧，小伙子？,
zel_00/3023,前方的路很长，\n我亲爱的马儿……但请\n安稳地载着<T000000>前行。,
zel_00/3024,等等……这是什么？<T000004:001e>,
zel_00/3025,怎么了？她受伤了，\n对吧？,
zel_00/3026,<T000000>！你怎么能这样！\n你又把<T000022>\n逼得太紧了！肯定是你\n跨栏时弄伤她的腿了，对吧！,
zel_00/3027,好了好了，伊莉娅。没必要\n跟他发这么大火……<T000004:001e>,
zel_00/3028,<Tff0001:0096><T000001>爸爸！<T000002><T000004:001e>,
zel_00/3029,你怎么能这么惯着他？\n你可是村长！就该有点\n村长的样子！,
zel_00/3030,可怜的家伙……<T000004:001e>,
zel_00/3031,没事的，<T000022>。\n我这就带你去<Tff0000:01>森林之泉\n<Tff0000:00>马上就去。\n\n只要在精灵之泉里安抚\n一下，你马上就会\n好起来的！,
zel_00/3032,等、等等！伊莉娅！！！\n\n\n\n没有<T000022>的话……\n礼物就送不到了！,
zel_00/3033,哦，这可不行……,
zel_00/2058,,
zel_00/2059,,
zel_00/2060,,
zel_00/2061,,
zel_00/2062,,
zel_00/2063,,
zel_00/2064,,
zel_00/2065,,
zel_00/2066,,
zel_00/2067,,
zel_00/2068,,
zel_00/2069,,
zel_00/2070,,
zel_00/2071,,
zel_00/2072,,
zel_00/2073,,
zel_00/3050,<Tff0000:03>演示4（前篇）：敌人出现在泉边\n<T000000>在黑暗中,
zel_00/3051,我完全不知道……\n没听过塔罗被抓的细节……\n\n\n可是，科林……,
zel_00/3052,看来你还是更喜欢主人\n啊，<T000022>？,
zel_00/3053,别担心你的马，\n<T000000>。,
zel_00/3054,幸好伤得不算太重。\n你们俩可以一起\n上路了。,
zel_00/3055,可是，<T000000>……,
zel_00/3056,至少能答应我这件事吗？,
zel_00/3057,旅途上无论发生什么，\n都别去做超出你能力\n的事……拜托了。,
zel_00/3058,平安回家。,
zel_00/2074,,
zel_00/3060,,
zel_00/3061,我……我认识过你……,
zel_00/3062,是啊……好熟悉的感觉……\n干草的气味……,
zel_00/3063,很久以前……我们年幼时，\n你和我……,
zel_00/3064,你总在那里……你总是\n陪在我身边……\n,
zel_00/3065,<T000000>。,
zel_00/3066,这件礼物是给你的。是我\n想在你启程之前\n送给你的东西。,
zel_00/3067,拜托，<T000000>，收下吧。,
zel_00/3068,你不用再为我担心了。\n无论你何时回来……\n我都会等着你。,
zel_00/3069,<T000001>获得<Tff0000:01>陶瓷呼马笛<Tff0000:00>！<T000002>,
zel_00/3070,,
zel_00/3071,等等……,
zel_00/3072,来……到我的泉边……,
zel_00/3073,你已经被……\n影的力量……改变了……,
zel_00/3074,来……来找我……,
zel_00/3075,,
zel_00/3076,,
zel_00/3077,,
zel_00/3078,,
zel_00/3079,,
zel_00/3080,,
zel_00/3081,<T010014>嘻嘻嘻,
zel_00/3082,找到你了！,
zel_00/3083,哦哦！你好吓人呀！,
zel_00/3084,<T010014>嘻嘻嘻！你确定要\n那样做？对我龇牙\n瞪眼？,
zel_00/3085,哎呀，真可惜……,
zel_00/3086,我本来打算帮你……\n前提是你乖一点。,
zel_00/3087,<T010014>嘻嘻嘻！这才像话！\n你们人类就是太听话了，\n对吧？,
zel_00/3088,哎呀！可你已经不是\n人类了，对吧？你是野兽！\n<T010014>嘻嘻嘻！,
zel_00/3089,乖，乖。做个好孩子\n冷静点。别咬人！,
zel_00/3090,很吃惊吧！\n<T010014>嘻嘻嘻嘻！,
zel_00/3091,<T000005:0064>那么！你肯定在想，\n我们到底在哪儿？！,
zel_00/3092,这样吧，我们做个交易。只要你\n能过来，也许我就告诉你！\n<T010014>嘻嘻嘻！,
zel_00/3093,哼！看来你也没\n那么蠢嘛！,
zel_00/3094,听着，我看你挺顺眼，\n就带你离开这里吧。,
zel_00/3095,但作为交换，你必须\n完全照我说的做！,
zel_00/3096,<T030000:000011ad>有事需要我就按\n<T000011>给我个信号！,
zel_00/3097,听明白了吧？很好。\n那就快走吧！,
zel_00/2075,,
zel_00/2076,,
zel_00/3100,,
zel_00/3101,,
zel_00/3102,,
zel_00/3103,,
zel_00/3104,,
zel_00/3105,这边！这里！,
zel_00/3106,我会等着你，不过这次\n你得自己想办法了！,
zel_00/3107,,
zel_00/3108,,
zel_00/3109,,
zel_00/3110,,
zel_00/3111,<T000004:0078>……米多娜？！,
zel_00/3112,<T010014>嘻嘻嘻！你还记得\n我的名字？真荣幸……,
zel_00/3113,这么说，这就是你\n一直在找的人……,
zel_00/3114,他跟我预想的不太一样，\n不过……应该也行吧。,
zel_00/3115,……你被囚禁？,
zel_00/3116,,
zel_00/3117,对不起。,
zel_00/3118,可怜的家伙，他根本不知道\n这是哪儿，发生了什么……\n\n\n所以，你不觉得该跟他\n解释一下<Tff0000:01>你都干了些什么<Tff0000:00>\n吗？你欠他这么多……,
zel_00/3119,……黄昏公主！<T010014>嘻嘻！,
zel_00/3120,仔细听好……\n\n\n\n这里曾是传说中\n众神之力沉眠之地。\n这里曾是<Tff0000:01>海拉鲁<Tff0000:00>\n王国。\n但那蒙福的王国已被\n<Tff0000:01>统治黄昏的国王\n<Tff0000:00>改变成了这般模样……,
zel_00/3121,<T000004:00fa>它已变成<Tff0000:01>影之世界<Tff0000:00>，\n由那些畏惧光的生物\n统治着。,
zel_00/3122,该做选择了：\n投降，或死。,
zel_00/3123,对了，有个问题要问海拉鲁\n的全体土地与人民……,
zel_00/3124,要生？还是要死？！,
zel_00/3125,王国已沦陷于黄昏，\n但我仍是它的公主……,
zel_00/3126,<T000004:003c>塞尔达。,
zel_00/3127,你不用这么难过！,
zel_00/3128,其实我们觉得这里挺好\n住的！我是说，永远黄昏\n真有那么糟吗？,
zel_00/3129,米多娜……现在不是开玩笑的时候。\n影之兽一直在到处\n找你。\n\n这是为什么？,
zel_00/3130,,
zel_00/3131,为什么呢？你说呢！\n<T010014>嘻嘻嘻嘻！,
zel_00/3132,时间不多了。卫兵\n很快就会来巡逻。,
zel_00/3133,你得赶快离开这里。,
zel_00/2077,,
zel_00/2078,,
zel_00/2079,,
zel_00/2080,,
zel_00/2081,,
zel_00/2082,,
zel_00/3140,,
zel_00/3141,别走那边！卫兵来了！\n他可真准时！,
zel_00/3142,<T010014>嘻嘻嘻嘻！怎么样？你\n明白我们在哪儿了吗？,
zel_00/3143,既然说好了，我就\n让你回到你最初\n掉进黄昏的地方……,
zel_00/3144,可是……你真的确定\n要回去吗？,
zel_00/3145,你确定没有忘记\n什么重要的事吗？,
zel_00/3146,<T010014>嘻嘻嘻！你想救\n他们吗？,
zel_00/3147,那样的话，小米多娜\n很乐意帮你哦！,
zel_00/3148,可是……,
zel_00/3149,嗯，你得当我的仆人……\n既然是仆人，就得完全\n照我说的做！,
zel_00/3150,你先回去，花点时间\n好好想想吧。\n<T010014>嘻嘻嘻嘻！,
zel_00/3151,对了，我忘了提\n一件事……\n\n\n虽然你已经离开了\n<Tff0000:01>影之领域<Tff0000:00>，却还没\n变回原来的样子……\n短时间内也不会！\n这是为什么呢？,
zel_00/3152,<T010014>嘻嘻！\n\n\n\n回头见！,
zel_00/2083,,
zel_00/2084,,
zel_00/2085,,
zel_00/2086,,
zel_00/2087,,
zel_00/2088,,
zel_00/2089,,
zel_00/3160,,
zel_00/3161,<T000005:003c>小心……有影之存在……\n它来了……,
